,StudentID,Timestamp,state,prop,leaning,topUrl,isRelevant,isAd,non_us_loc,issues
61,61,2020-11-02 18:25:28,CA,24,1,CgZwc3ktYWIQAzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQR1AAWABg3VVoAHADeACAAQCIAQCSAQCYAQCqAQdnd3Mtd2l6yAEIwAEB,TRUE,TRUE,,
62,62,2020-11-02 19:14:01,CA,22,1,https://yeson22.com/?gclid=CjwKCAiA-f78BRBbEiwATKRRBKN9BiO2U4RHiS5XmSc-JQtHEhhP1LwUxTRIluZI1o6YUx-5hLmHaxoCdWUQAvD_BwE,TRUE,TRUE,,
62,62,2020-11-02 19:14:01,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,
63,63,2020-11-02 20:02:25,CA,22,1,https://yeson22.com/?gclid=CjwKCAiA-f78BRBbEiwATKRRBP5is7vtvBv08erYPi68khyW8EKpMRgh6uaC73TMuKg2Db2sT0W-uxoCdvIQAvD_BwE,TRUE,TRUE,,
63,63,2020-11-02 20:02:25,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,
64,64,2020-11-02 20:31:40,CA,22,1,https://yeson22.com/?gclid=CjwKCAiA-f78BRBbEiwATKRRBNB7H2E-dNAs6UQr1iCUatnjsOxLaoE1cIyfLa_KwQ8d0fD0-7ID0BoC1oQQAvD_BwE,TRUE,TRUE,,
64,64,2020-11-02 20:31:40,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,
65,65,2020-11-02 20:38:15,CA,22,1,https://yeson22.com/?gclid=CjwKCAiA-f78BRBbEiwATKRRBDvAvTbR0ypf7kiiFbXGFT_iJH00WX69qtmeYY5vwk_Lm6o7Xwxh1RoClzgQAvD_BwE,TRUE,TRUE,,
65,65,2020-11-02 20:38:15,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,
66,66,2020-11-02 21:26:18,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,I have an adblocker installed in my laptop so I'm not sure if that would affect if the top result is an advertisement. 
66,66,2020-11-02 21:26:18,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,I have an adblocker installed in my laptop so I'm not sure if that would affect if the top result is an advertisement. 
67,67,2020-11-02 22:00:59,CA,22,1,https://yeson22.com/?gclid=CjwKCAiA-f78BRBbEiwATKRRBEm4mWarmv07zLzDX3AdHQ77lyQM431JFNuaH03JzjHsBi8vglJmexoCLYcQAvD_BwE,TRUE,TRUE,,
67,67,2020-11-02 22:00:59,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
68,68,2020-11-02 23:52:44,WA,22,0,,TRUE,FALSE,,
68,68,2020-11-02 23:52:44,WA,24,0,,TRUE,FALSE,,
69,69,2020-11-02 23:59:41,,22,-1,https://sf.eater.com/2020/11/2/21546110/doordash-uber-prop-22-election-2020-polling,TRUE,FALSE,Peru,
69,69,2020-11-02 23:59:41,,24,0,https://patch.com/california/across-ca/prop-24-california-measures-pros-cons,TRUE,FALSE,Peru,
70,70,2020-11-03 00:25:38,CA,22,1,,TRUE,TRUE,,
70,70,2020-11-03 00:25:38,CA,24,1,,TRUE,TRUE,,
71,71,2020-11-03 03:28:33,CA,22,1,https://yeson22.com/?gclid=CjwKCAiAnIT9BRAmEiwANaoE1RV5JksivUiLgekNwjm1vG_qIivira3FoXSIrkf-zsr5WDVp8Jum8xoCqXwQAvD_BwE,TRUE,TRUE,,
71,71,2020-11-03 03:28:33,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,
72,72,2020-11-03 06:39:02,CA,24,1,https://www.google.com/search?client=safari&rls=en&q=prop+24&ie=UTF-8&oe=UTF-8,TRUE,TRUE,,
72,72,2020-11-03 06:39:02,CA,22,1,https://www.google.com/search?client=safari&rls=en&q=prop+22&ie=UTF-8&oe=UTF-8,TRUE,TRUE,,
73,73,2020-11-03 08:24:41,CA,24,1,,TRUE,TRUE,,
73,73,2020-11-03 08:24:41,CA,22,1,,TRUE,TRUE,,
74,74,2020-11-03 09:01:21,CA,22,1,https://yeson22.com/?gclid=EAIaIQobChMI_Y7t5ezm7AIVSx-tBh0VZAcMEAAYASAAEgKSyPD_BwE,TRUE,TRUE,,
74,74,2020-11-03 09:01:21,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,
75,75,2020-11-03 09:17:54,CA,24,1,caprivacy.com,TRUE,TRUE,,
75,75,2020-11-03 09:17:54,CA,22,1,yeson22.com,TRUE,TRUE,,
76,76,2020-11-03 09:36:06,CA,24,1,,TRUE,TRUE,,i did it on my phone so not sure if the file downloading worked
76,76,2020-11-03 09:36:06,CA,22,1,,TRUE,TRUE,,i did it on my phone so not sure if the file downloading worked
77,77,2020-11-03 10:13:45,NY,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,No
77,77,2020-11-03 10:13:45,NY,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,No
78,78,2020-11-03 10:29:54,MN,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,No
78,78,2020-11-03 10:29:54,MN,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,No
79,79,2020-11-03 10:41:29,CA,22,1,https://yeson22.com/?gclid=EAIaIQobChMIsunK8oLn7AIVZRitBh0-9A8_EAAYASAAEgIczfD_BwE,TRUE,TRUE,,No complications
79,79,2020-11-03 10:41:29,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,No complications
80,80,2020-11-03 11:00:03,CA,22,1,www.yeson22.com,TRUE,TRUE,,
80,80,2020-11-03 11:00:03,CA,24,1,www.carprivacy.org/,TRUE,TRUE,,
81,81,2020-11-03 12:29:24,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,"I have an ad blocker, so some ads supporting/going against props 22 and 24 may have been blocked. "
81,81,2020-11-03 12:29:24,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,"I have an ad blocker, so some ads supporting/going against props 22 and 24 may have been blocked. "
82,82,2020-11-03 12:42:18,CA,22,1,https://yeson22.com/?gclid=CjwKCAiAnIT9BRAmEiwANaoE1eQMeWQYr90l8_41VCF1XnVkweWr7S1gTr9ZdasuzYrFnjFy9xD4nBoCGssQAvD_BwE,TRUE,TRUE,,"I was just confused as to save the Google search as a ""web archive"" or ""page source"" but I figured it out. "
82,82,2020-11-03 12:42:18,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,"I was just confused as to save the Google search as a ""web archive"" or ""page source"" but I figured it out. "
83,83,2020-11-03 13:24:53,CA,24,1,,TRUE,TRUE,,
83,83,2020-11-03 13:24:53,CA,22,1,,TRUE,TRUE,,
84,84,2020-11-03 13:32:58,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
84,84,2020-11-03 13:32:58,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
85,85,2020-11-03 14:07:13,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
85,85,2020-11-03 14:07:13,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
86,86,2020-11-03 14:56:13,CA,22,1,https://yeson22.com/?gclid=CjwKCAiAnIT9BRAmEiwANaoE1UgH6F4kZc_y5tMWryn7e36cz0dKX3nZv0ImsiGLa_TvTe877Nad0BoCm0AQAvD_BwE,TRUE,TRUE,,"Not really, went smoothly"
86,86,2020-11-03 14:56:13,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,TRUE,,"Not really, went smoothly"
87,87,2020-11-03 16:13:41,CA,24,1,,TRUE,TRUE,,No
87,87,2020-11-03 16:13:41,CA,22,1,,TRUE,TRUE,,No
88,88,2020-11-03 16:18:47,CA,24,1,,TRUE,TRUE,,No
88,88,2020-11-03 16:18:47,CA,22,1,,TRUE,TRUE,,No
89,89,2020-11-03 17:56:13,CA,24,1,https://www.caprivacy.org,TRUE,TRUE,,
89,89,2020-11-03 17:56:13,CA,22,1,https://yeson22.com,TRUE,TRUE,,
90,90,2020-11-03 18:30:32,NY,22,1,www.yeson22.com,TRUE,TRUE,,
90,90,2020-11-03 18:30:32,NY,24,1,www.caprivacy.org,TRUE,TRUE,,
91,91,2020-11-03 18:49:52,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
91,91,2020-11-03 18:49:52,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
92,92,2020-11-03 18:52:10,CA,24,1,https://www.caprivacy.org/?utm_source=google&utm_medium=search&utm_campaign=prop24&utm_content=kids,TRUE,FALSE,,
92,92,2020-11-03 18:52:10,CA,22,1,https://calmatters.org/election-2020-guide/proposition-22-gig-workers-ab-5/,TRUE,TRUE,,
93,93,2020-11-03 20:17:38,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,Google displayed their own brief description before the first search result 
93,93,2020-11-03 20:17:38,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,Google displayed their own brief description before the first search result 
94,94,2020-11-03 20:26:49,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
94,94,2020-11-03 20:26:49,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
95,95,2020-11-03 20:29:18,,24,0,,TRUE,FALSE,Taiwan,
95,95,2020-11-03 20:29:18,,22,0,,TRUE,FALSE,Taiwan,
96,96,2020-11-03 21:41:58,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
96,96,2020-11-03 21:41:58,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
97,97,2020-11-03 22:17:24,CA,24,0,https://www.google.com/search?q=prop+24&oq=prop+24&aqs=chrome.0.69i59j0i67i131i433l3j0i67j0i131i433l3.2486j0j4&sourceid=chrome&ie=UTF-8,TRUE,FALSE,,"I have collected the data after the polls have closed, so my results came up only as the polling results.  "
97,97,2020-11-03 22:17:24,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,"I have collected the data after the polls have closed, so my results came up only as the polling results.  "
98,98,2020-11-03 22:27:50,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,no
98,98,2020-11-03 22:27:50,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,no
99,99,2020-11-03 22:43:41,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
99,99,2020-11-03 22:43:41,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
100,100,2020-11-03 23:03:12,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,United States,
100,100,2020-11-03 23:03:12,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,United States,
101,101,2020-11-03 23:20:32,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
101,101,2020-11-03 23:20:32,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
102,102,2020-11-03 23:32:56,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,I am not sure what is classified as the first link!
102,102,2020-11-03 23:32:56,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,I am not sure what is classified as the first link!
103,103,2020-11-03 23:39:40,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,"No complications. Unbiased results
"
103,103,2020-11-03 23:39:40,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,"No complications. Unbiased results
"
104,104,2020-11-03 23:41:44,CA,24,0,https://www.google.com/search?q=prop+24&oq=prop+24&aqs=chrome..69i57j0i131i433l6j0.1311j0j9&sourceid=chrome&ie=UTF-8,TRUE,FALSE,,
104,104,2020-11-03 23:41:44,CA,22,0,https://www.google.com/search?q=prop+22&oq=prop+22&aqs=chrome..69i57j0i131i433l7.617j0j7&sourceid=chrome&ie=UTF-8,TRUE,FALSE,,
105,105,2020-11-04 10:11:10,MD,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,
105,105,2020-11-04 10:11:10,MD,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
106,106,2020-11-04 11:12:22,CA,24,0,"https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",TRUE,FALSE,,No complications
106,106,2020-11-04 11:12:22,CA,22,0,https://voterguide.sos.ca.gov/propositions/22/,TRUE,FALSE,,No complications
107,107,2020-11-04 11:35:00,CA,22,0,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",TRUE,FALSE,,
107,107,2020-11-04 11:35:00,CA,24,0,https://www.nytimes.com/2020/10/28/opinion/california-prop-24-privacy.html,TRUE,FALSE,,
